guidislink,href,id,link,links,media_thumbnail,published,published_parsed,summary,summary_detail,title,title_detail,scraping_date
False,,https://www.sciencedaily.com/releases/2019/03/190326160525.htm,https://www.sciencedaily.com/releases/2019/03/190326160525.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326160525.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326160525-large.jpg', 'height': '208', 'width': '300'}]","Tue, 26 Mar 2019 16:05:25 EDT","[2019, 3, 26, 20, 5, 25, 1, 85, 0]","A new technique to spin starch fibers using Lego pieces could have future applications for lab-grown 'clean' meat, according to a team of food scientists.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': ""A new technique to spin starch fibers using Lego pieces could have future applications for lab-grown 'clean' meat, according to a team of food scientists.""}",Building starch backbones for lab-grown meat using Lego pieces,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Building starch backbones for lab-grown meat using Lego pieces'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190326122145.htm,https://www.sciencedaily.com/releases/2019/03/190326122145.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326122145.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326122145-large.jpg', 'height': '199', 'width': '300'}]","Tue, 26 Mar 2019 12:21:45 EDT","[2019, 3, 26, 16, 21, 45, 1, 85, 0]",New work repurposing one of the oldest known reagents for amyloid looks to help provide a clearer picture of how fibrils come together.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'New work repurposing one of the oldest known reagents for amyloid looks to help provide a clearer picture of how fibrils come together.'}",Technique uses well-known dye to watch amyloid plaques in the brain,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Technique uses well-known dye to watch amyloid plaques in the brain'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190319121823.htm,https://www.sciencedaily.com/releases/2019/03/190319121823.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190319121823.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190319121823-large.jpg', 'height': '212', 'width': '300'}]","Tue, 19 Mar 2019 12:18:23 EDT","[2019, 3, 19, 16, 18, 23, 1, 78, 0]","A new imaging method provides structural information about brain tissue that was previously difficult to access. Diattenuation imaging allows researchers to differentiate, e.g., regions with many thin nerve fibers from regions with few thick nerve fibers. With current imaging methods, these tissue types cannot easily be distinguished.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'A new imaging method provides structural information about brain tissue that was previously difficult to access. Diattenuation imaging allows researchers to differentiate, e.g., regions with many thin nerve fibers from regions with few thick nerve fibers. With current imaging methods, these tissue types cannot easily be distinguished.'}",Diattenuation imaging: Promising imaging technique for brain research,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Diattenuation imaging: Promising imaging technique for brain research'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190318151721.htm,https://www.sciencedaily.com/releases/2019/03/190318151721.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190318151721.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190318151721-large.jpg', 'height': '200', 'width': '300'}]","Mon, 18 Mar 2019 15:17:21 EDT","[2019, 3, 18, 19, 17, 21, 0, 77, 0]","Scientists have discovered a way to simplify how electronic devices use those electrons -- using a material that can serve dual roles in electronics, where historically multiple materials have been necessary.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Scientists have discovered a way to simplify how electronic devices use those electrons -- using a material that can serve dual roles in electronics, where historically multiple materials have been necessary.'}",Researchers discover new material to help power electronics,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Researchers discover new material to help power electronics'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190314101302.htm,https://www.sciencedaily.com/releases/2019/03/190314101302.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190314101302.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190314101302-large.jpg', 'height': '200', 'width': '300'}]","Thu, 14 Mar 2019 10:13:02 EDT","[2019, 3, 14, 14, 13, 2, 3, 73, 0]",Researchers have examined a method to extract rare-earth elements from mining waste that could provide the world with a reliable supply of the valuable materials.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Researchers have examined a method to extract rare-earth elements from mining waste that could provide the world with a reliable supply of the valuable materials.'}",Critical materials: Researchers eye huge supply of rare-earth elements from mining waste,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Critical materials: Researchers eye huge supply of rare-earth elements from mining waste'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190320110627.htm,https://www.sciencedaily.com/releases/2019/03/190320110627.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190320110627.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190320110627-large.jpg', 'height': '198', 'width': '300'}]","Wed, 20 Mar 2019 11:06:27 EDT","[2019, 3, 20, 15, 6, 27, 2, 79, 0]","High performance computing has revealed in detail how liquid droplets combine, in a development with applications such as improving 3D printing technologies or the forecasting of thunderstorms.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'High performance computing has revealed in detail how liquid droplets combine, in a development with applications such as improving 3D printing technologies or the forecasting of thunderstorms.'}",Supercomputer simulations shed light on how liquid drops combine,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Supercomputer simulations shed light on how liquid drops combine'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190322090237.htm,https://www.sciencedaily.com/releases/2019/03/190322090237.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190322090237.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190322090237-large.jpg', 'height': '384', 'width': '300'}]","Fri, 22 Mar 2019 09:02:37 EDT","[2019, 3, 22, 13, 2, 37, 4, 81, 0]","Imagine smart materials that can morph from being stiff as wood to as soft as a sponge - and also change shape. Rutgers University-New Brunswick engineers have created flexible, lightweight materials with 4D printing that could lead to better shock absorption, morphing airplane or drone wings, soft robotics and tiny implantable biomedical devices.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Imagine smart materials that can morph from being stiff as wood to as soft as a sponge - and also change shape. Rutgers University-New Brunswick engineers have created flexible, lightweight materials with 4D printing that could lead to better shock absorption, morphing airplane or drone wings, soft robotics and tiny implantable biomedical devices.'}",4D-printed materials can be stiff as wood or soft as sponge,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': '4D-printed materials can be stiff as wood or soft as sponge'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190322140522.htm,https://www.sciencedaily.com/releases/2019/03/190322140522.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190322140522.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190322140522-large.jpg', 'height': '169', 'width': '300'}]","Fri, 22 Mar 2019 14:05:22 EDT","[2019, 3, 22, 18, 5, 22, 4, 81, 0]",A scientist has new ways of accelerating the development of new organic materials for electronics. The new approaches could have applications in other types of materials science research.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'A scientist has new ways of accelerating the development of new organic materials for electronics. The new approaches could have applications in other types of materials science research.'}",Developing new organic materials for electronics,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Developing new organic materials for electronics'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190318141130.htm,https://www.sciencedaily.com/releases/2019/03/190318141130.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190318141130.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190318141130-large.jpg', 'height': '284', 'width': '300'}]","Mon, 18 Mar 2019 14:11:30 EDT","[2019, 3, 18, 18, 11, 30, 0, 77, 0]","For molecular motors to be exploited effectively, they need to be able to operate in unison. However, integrating billions of these nanometre-sized motors into a single system, and getting them to operate in unison has proved to be quite a challenge. Organic chemists have now succeeded in integrating numerous unidirectional light-driven rotary motors into a metal-organic framework (a solid material with a 3D cage-like structure).","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'For molecular motors to be exploited effectively, they need to be able to operate in unison. However, integrating billions of these nanometre-sized motors into a single system, and getting them to operate in unison has proved to be quite a challenge. Organic chemists have now succeeded in integrating numerous unidirectional light-driven rotary motors into a metal-organic framework (a solid material with a 3D cage-like structure).'}",Molecular motors run in unison in a metal-organic framework,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Molecular motors run in unison in a metal-organic framework'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190320141014.htm,https://www.sciencedaily.com/releases/2019/03/190320141014.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190320141014.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190320141014-large.jpg', 'height': '212', 'width': '300'}]","Wed, 20 Mar 2019 14:10:14 EDT","[2019, 3, 20, 18, 10, 14, 2, 79, 0]","A team of researchers has discovered the strongest topological conductor yet, in the form of thin crystal samples that have a spiral-staircase structure.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'A team of researchers has discovered the strongest topological conductor yet, in the form of thin crystal samples that have a spiral-staircase structure.'}",The best topological conductor yet: Spiraling crystal is the key to exotic discovery,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'The best topological conductor yet: Spiraling crystal is the key to exotic discovery'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190318151744.htm,https://www.sciencedaily.com/releases/2019/03/190318151744.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190318151744.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190318151744-large.jpg', 'height': '381', 'width': '300'}]","Mon, 18 Mar 2019 15:17:44 EDT","[2019, 3, 18, 19, 17, 44, 0, 77, 0]",Researchers have developed a technique to grow custom-fit bone implants to repair jawbone injuries from a patient's own rib.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': ""Researchers have developed a technique to grow custom-fit bone implants to repair jawbone injuries from a patient's own rib.""}",Grow a better jawbone in your ribs,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Grow a better jawbone in your ribs'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190313140600.htm,https://www.sciencedaily.com/releases/2019/03/190313140600.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190313140600.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190313140600-large.jpg', 'height': '214', 'width': '300'}]","Wed, 13 Mar 2019 14:06:00 EDT","[2019, 3, 13, 18, 6, 0, 2, 72, 0]","Researchers have built a set of magnetic 'tweezers' that can position a nano-scale bead inside a human cell with unprecedented precision. The nano-bot has already been used to study the properties of cancer cells, and could lead to enhanced diagnosis and treatment.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': ""Researchers have built a set of magnetic 'tweezers' that can position a nano-scale bead inside a human cell with unprecedented precision. The nano-bot has already been used to study the properties of cancer cells, and could lead to enhanced diagnosis and treatment.""}",Nano-bot can probe inside human cells,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Nano-bot can probe inside human cells'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190321141907.htm,https://www.sciencedaily.com/releases/2019/03/190321141907.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190321141907.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190321141907-large.jpg', 'height': '207', 'width': '300'}]","Thu, 21 Mar 2019 14:19:07 EDT","[2019, 3, 21, 18, 19, 7, 3, 80, 0]",A new type of hydrogel material could soon make assembling complex microfluidic or soft robotic devices as simple as putting together a LEGO set.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'A new type of hydrogel material could soon make assembling complex microfluidic or soft robotic devices as simple as putting together a LEGO set.'}",Dynamic hydrogel used to make 'soft robot' components and LEGO-like building blocks,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': ""Dynamic hydrogel used to make 'soft robot' components and LEGO-like building blocks""}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190325151029.htm,https://www.sciencedaily.com/releases/2019/03/190325151029.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325151029.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325151029-large.jpg', 'height': '233', 'width': '300'}]","Mon, 25 Mar 2019 15:10:29 EDT","[2019, 3, 25, 19, 10, 29, 0, 84, 0]",Scientists have described a rare 'liquid-to-liquid' phase transition in pure triphenyl phosphite. This may improve our control of transport properties of a liquid.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': ""Scientists have described a rare 'liquid-to-liquid' phase transition in pure triphenyl phosphite. This may improve our control of transport properties of a liquid.""}",A fascinating phase transition: From one liquid state to another,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'A fascinating phase transition: From one liquid state to another'}",2019-03-27 15:47:31.747448
False,,https://www.sciencedaily.com/releases/2019/03/190325120344.htm,https://www.sciencedaily.com/releases/2019/03/190325120344.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325120344.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325120344-large.jpg', 'height': '225', 'width': '300'}]","Mon, 25 Mar 2019 12:03:44 EDT","[2019, 3, 25, 16, 3, 44, 0, 84, 0]",Researchers have found multiple applications for the CRISPR gene editing technology since it came into use by the scientific community.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'Researchers have found multiple applications for the CRISPR gene editing technology since it came into use by the scientific community.'}",CRISPR-chip enables digital detection of DNA without amplification,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/matter_energy/biochemistry.xml', 'value': 'CRISPR-chip enables digital detection of DNA without amplification'}",2019-03-27 15:47:31.747448
