guidislink,href,id,link,links,media_thumbnail,published,published_parsed,summary,summary_detail,title,title_detail,scraping_date
False,,https://www.sciencedaily.com/releases/2019/03/190325110315.htm,https://www.sciencedaily.com/releases/2019/03/190325110315.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325110315.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325110315-large.jpg', 'height': '200', 'width': '300'}]","Mon, 25 Mar 2019 11:03:15 EDT","[2019, 3, 25, 15, 3, 15, 0, 84, 0]","Researchers have created the first-ever nanocomposite biomaterial heart-valve developed to reduce or eliminate complications related to heart transplants. By using a newly developed technique, the researchers were able to build a more durable valve that enables the heart to adapt faster and more seamlessly.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/heart_disease.xml', 'value': 'Researchers have created the first-ever nanocomposite biomaterial heart-valve developed to reduce or eliminate complications related to heart transplants. By using a newly developed technique, the researchers were able to build a more durable valve that enables the heart to adapt faster and more seamlessly.'}",New heart valve aimed at high-risk patients,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/heart_disease.xml', 'value': 'New heart valve aimed at high-risk patients'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190320101938.htm,https://www.sciencedaily.com/releases/2019/03/190320101938.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190320101938.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190320101938-large.jpg', 'height': '130', 'width': '300'}]","Wed, 20 Mar 2019 10:19:38 EDT","[2019, 3, 20, 14, 19, 38, 2, 79, 0]","An international team has shown how the Salmonella protein RamR senses bile acids present in the gut, leading to the activation of a multidrug efflux system that helps bacterial cells to get rid of toxins. This system helps the bacteria to survive and colonize this habitat despite harsh conditions. These findings could form the basis for new therapeutic approaches aimed at combating bacterial infection.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/genes.xml', 'value': 'An international team has shown how the Salmonella protein RamR senses bile acids present in the gut, leading to the activation of a multidrug efflux system that helps bacterial cells to get rid of toxins. This system helps the bacteria to survive and colonize this habitat despite harsh conditions. These findings could form the basis for new therapeutic approaches aimed at combating bacterial infection.'}",Gut instinct: Bile acid-triggered bacterial adaptation characterized,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/genes.xml', 'value': 'Gut instinct: Bile acid-triggered bacterial adaptation characterized'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190307141036.htm,https://www.sciencedaily.com/releases/2019/03/190307141036.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190307141036.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190307141036-large.jpg', 'height': '181', 'width': '300'}]","Thu, 07 Mar 2019 14:10:36 EST","[2019, 3, 7, 19, 10, 36, 3, 66, 0]","One of the most important protein signaling systems that controls neuronal guidance consists of the cell surface receptor 'Robo' and its cognate external guidance cue 'Slit.' The deficit of either of these proteins results in defects in brain structure and function. Researchers have now discovered the intricate molecular mechanism that allows the guidance receptor 'Robo' to react to signals in its environment, while avoiding premature activity that can lead to harmful outcomes.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/nervous_system.xml', 'value': ""One of the most important protein signaling systems that controls neuronal guidance consists of the cell surface receptor 'Robo' and its cognate external guidance cue 'Slit.' The deficit of either of these proteins results in defects in brain structure and function. Researchers have now discovered the intricate molecular mechanism that allows the guidance receptor 'Robo' to react to signals in its environment, while avoiding premature activity that can lead to harmful outcomes.""}","Crystal-clear view of a key neuronal receptor opens door for new, targeted drugs","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/nervous_system.xml', 'value': 'Crystal-clear view of a key neuronal receptor opens door for new, targeted drugs'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190312170811.htm,https://www.sciencedaily.com/releases/2019/03/190312170811.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190312170811.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190312170811-large.jpg', 'height': '276', 'width': '300'}]","Tue, 12 Mar 2019 17:08:11 EDT","[2019, 3, 12, 21, 8, 11, 1, 71, 0]",Neuroscientists have found a pathway in the brain where taste and pain intersect in a new study that originally was designed to look at the intersection of taste and food temperature. This study was the first time researchers have shown that taste and pain signals come together in the brain and use the same circuitry.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/human_biology.xml', 'value': 'Neuroscientists have found a pathway in the brain where taste and pain intersect in a new study that originally was designed to look at the intersection of taste and food temperature. This study was the first time researchers have shown that taste and pain signals come together in the brain and use the same circuitry.'}",Neuroscientists find brain pathway supporting an intersection of taste and pain,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/human_biology.xml', 'value': 'Neuroscientists find brain pathway supporting an intersection of taste and pain'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2017/11/171116190005.htm,https://www.sciencedaily.com/releases/2017/11/171116190005.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2017/11/171116190005.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2017/11/171116190005-large.jpg', 'height': '113', 'width': '300'}]","Thu, 16 Nov 2017 19:00:05 EST","[2017, 11, 17, 0, 0, 5, 4, 321, 0]","While simulation platforms have been used to train surgeons before they enter an actual operating room (OR), few studies have evaluated how well trainees transfer those skills from the simulator to the OR. Now, a study that used noninvasive brain imaging to evaluate brain activity has found that simulator-trained medical students successfully transferred those skills to operating on cadavers and were faster than peers who had no simulator training.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/medical_education_and_training.xml', 'value': 'While simulation platforms have been used to train surgeons before they enter an actual operating room (OR), few studies have evaluated how well trainees transfer those skills from the simulator to the OR. Now, a study that used noninvasive brain imaging to evaluate brain activity has found that simulator-trained medical students successfully transferred those skills to operating on cadavers and were faster than peers who had no simulator training.'}",Noninvasive brain imaging shows readiness of trainees to perform operations,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/medical_education_and_training.xml', 'value': 'Noninvasive brain imaging shows readiness of trainees to perform operations'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/01/190114100200.htm,https://www.sciencedaily.com/releases/2019/01/190114100200.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/01/190114100200.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/01/190114100200-large.jpg', 'height': '323', 'width': '300'}]","Mon, 14 Jan 2019 10:02:00 EST","[2019, 1, 14, 15, 2, 0, 0, 14, 0]","In adults, mesenchymal stems cells (MSCs) are primarily found in bone marrow and they play a vital role in repair of damaged organs. The transformation of a single MSC into complex tissue like cartilage and bone starts with its association with other MSCs in order to form microscopic clusters via a process termed as condensation.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/stem_cells.xml', 'value': 'In adults, mesenchymal stems cells (MSCs) are primarily found in bone marrow and they play a vital role in repair of damaged organs. The transformation of a single MSC into complex tissue like cartilage and bone starts with its association with other MSCs in order to form microscopic clusters via a process termed as condensation.'}",Mesenchymal stems cells: Vital role in repair of damaged organs,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/stem_cells.xml', 'value': 'Mesenchymal stems cells: Vital role in repair of damaged organs'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2018/12/181220104733.htm,https://www.sciencedaily.com/releases/2018/12/181220104733.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2018/12/181220104733.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2018/12/181220104733-large.jpg', 'height': '200', 'width': '300'}]","Thu, 20 Dec 2018 10:47:33 EST","[2018, 12, 20, 15, 47, 33, 3, 354, 0]","In mouse trials, a vaccine based on recombinant adenovirus protected against Zika without evidence of antibodies. Reports have shown Zika antibodies can worsen Dengue virus infection.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/vaccines.xml', 'value': 'In mouse trials, a vaccine based on recombinant adenovirus protected against Zika without evidence of antibodies. Reports have shown Zika antibodies can worsen Dengue virus infection.'}",Virologists discover safer potential Zika vaccine,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/vaccines.xml', 'value': 'Virologists discover safer potential Zika vaccine'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190327131911.htm,https://www.sciencedaily.com/releases/2019/03/190327131911.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327131911.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327131911-large.jpg', 'height': '300', 'width': '300'}]","Wed, 27 Mar 2019 13:19:11 EDT","[2019, 3, 27, 17, 19, 11, 2, 86, 0]","Scientists studying the progression of inherited and infectious eye diseases that can cause blindness have found that microglia, a type of nervous system cell suspected to cause retinal damage, surprisingly had no damaging role during prion disease in mice. In contrast, the study findings indicated that microglia might delay disease progression.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/genes.xml', 'value': 'Scientists studying the progression of inherited and infectious eye diseases that can cause blindness have found that microglia, a type of nervous system cell suspected to cause retinal damage, surprisingly had no damaging role during prion disease in mice. In contrast, the study findings indicated that microglia might delay disease progression.'}",Retinal prion disease study redefines role for brain cells,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/genes.xml', 'value': 'Retinal prion disease study redefines role for brain cells'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/02/190221110520.htm,https://www.sciencedaily.com/releases/2019/02/190221110520.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/02/190221110520.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/02/190221110520-large.jpg', 'height': '145', 'width': '300'}]","Thu, 21 Feb 2019 11:05:20 EST","[2019, 2, 21, 16, 5, 20, 3, 52, 0]","The researchers found that transient formation of hydrogen bonding between a substrate and the catalyst induced such high segregation in the reaction. By using inexpensive and readily available feedstock hydrocarbons, the researchers produced a group of chiral lactams in different shapes. Their diverse structures allow lactams to correspond to different pharmaceutical drugs.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/pharmaceuticals.xml', 'value': 'The researchers found that transient formation of hydrogen bonding between a substrate and the catalyst induced such high segregation in the reaction. By using inexpensive and readily available feedstock hydrocarbons, the researchers produced a group of chiral lactams in different shapes. Their diverse structures allow lactams to correspond to different pharmaceutical drugs.'}",New iridium catalyst enables efficient selective synthesis of valuable drug ingredients,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/pharmaceuticals.xml', 'value': 'New iridium catalyst enables efficient selective synthesis of valuable drug ingredients'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2018/10/181004143856.htm,https://www.sciencedaily.com/releases/2018/10/181004143856.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2018/10/181004143856.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2018/10/181004143856-large.jpg', 'height': '451', 'width': '300'}]","Thu, 04 Oct 2018 14:38:56 EDT","[2018, 10, 4, 18, 38, 56, 3, 277, 0]","A new DNA tool can accurately predict people's height, and more importantly, could potentially assess their risk for serious illnesses, such as heart disease and cancer.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/personalized_medicine.xml', 'value': ""A new DNA tool can accurately predict people's height, and more importantly, could potentially assess their risk for serious illnesses, such as heart disease and cancer.""}","New DNA tool predicts height, shows promise for serious illness assessment","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/personalized_medicine.xml', 'value': 'New DNA tool predicts height, shows promise for serious illness assessment'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190321141924.htm,https://www.sciencedaily.com/releases/2019/03/190321141924.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190321141924.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190321141924-large.jpg', 'height': '191', 'width': '300'}]","Thu, 21 Mar 2019 14:19:24 EDT","[2019, 3, 21, 18, 19, 24, 3, 80, 0]","Consuming a daily modest amount of high-fructose corn syrup -- the equivalent of people drinking about 12 ounces of a sugar-sweetened beverage daily -- accelerates the growth of intestinal tumors in mouse models of the disease, independently of obesity, according to new research.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/cancer.xml', 'value': 'Consuming a daily modest amount of high-fructose corn syrup -- the equivalent of people drinking about 12 ounces of a sugar-sweetened beverage daily -- accelerates the growth of intestinal tumors in mouse models of the disease, independently of obesity, according to new research.'}",High-fructose corn syrup boosts intestinal tumor growth in mice,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/cancer.xml', 'value': 'High-fructose corn syrup boosts intestinal tumor growth in mice'}",2019-03-27 15:47:31.683934
False,,https://www.sciencedaily.com/releases/2019/03/190315155554.htm,https://www.sciencedaily.com/releases/2019/03/190315155554.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190315155554.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190315155554-large.jpg', 'height': '200', 'width': '300'}]","Fri, 15 Mar 2019 15:55:54 EDT","[2019, 3, 15, 19, 55, 54, 4, 74, 0]",Medical researchers have been creating new sensors on a wearable patch the size of a Band-Aid that stimulates sweat even when a patient is cool and resting. The sensor measures specific analytes over time that doctors can use to determine how the patient is responding to a drug treatment.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/personalized_medicine.xml', 'value': 'Medical researchers have been creating new sensors on a wearable patch the size of a Band-Aid that stimulates sweat even when a patient is cool and resting. The sensor measures specific analytes over time that doctors can use to determine how the patient is responding to a drug treatment.'}",Sweat holds most promise for noninvasive testing,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/health_medicine/personalized_medicine.xml', 'value': 'Sweat holds most promise for noninvasive testing'}",2019-03-27 15:47:31.683934
