guidislink,href,id,link,links,media_thumbnail,published,published_parsed,summary,summary_detail,title,title_detail,scraping_date
False,,https://www.sciencedaily.com/releases/2019/02/190219111720.htm,https://www.sciencedaily.com/releases/2019/02/190219111720.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/02/190219111720.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/02/190219111720-large.jpg', 'height': '156', 'width': '300'}]","Tue, 19 Feb 2019 11:17:20 EST","[2019, 2, 19, 16, 17, 20, 1, 50, 0]","A researcher searching the shoreline of the Panama Canal for fossil plants instead found an ancient sea cow. An 'emergency fossil excavation' due to rising water levels yielded a remarkably complete skeleton of a new genus and species of dugong, estimated to be about 20 million years old, the first evidence of a marine mammal from the Pacific side of the canal.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/marine_biology.xml', 'value': ""A researcher searching the shoreline of the Panama Canal for fossil plants instead found an ancient sea cow. An 'emergency fossil excavation' due to rising water levels yielded a remarkably complete skeleton of a new genus and species of dugong, estimated to be about 20 million years old, the first evidence of a marine mammal from the Pacific side of the canal.""}",20-million-year-old tusked sea cow is Central America's oldest marine mammal,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/marine_biology.xml', 'value': ""20-million-year-old tusked sea cow is Central America's oldest marine mammal""}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190325173305.htm,https://www.sciencedaily.com/releases/2019/03/190325173305.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325173305.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325173305-large.jpg', 'height': '225', 'width': '300'}]","Mon, 25 Mar 2019 17:33:05 EDT","[2019, 3, 25, 21, 33, 5, 0, 84, 0]","The shade of a single tree can provide welcome relief from the hot summer sun. But when that single tree is part of a small forest, it creates a profound cooling effect. Trees play a big role in keeping our towns and cities cool.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': 'The shade of a single tree can provide welcome relief from the hot summer sun. But when that single tree is part of a small forest, it creates a profound cooling effect. Trees play a big role in keeping our towns and cities cool.'}",Trees are crucial to the future of our cities,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': 'Trees are crucial to the future of our cities'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190320102117.htm,https://www.sciencedaily.com/releases/2019/03/190320102117.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190320102117.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190320102117-large.jpg', 'height': '169', 'width': '300'}]","Wed, 20 Mar 2019 10:21:17 EDT","[2019, 3, 20, 14, 21, 17, 2, 79, 0]","Coyotes eat deer, but not enough to limit the deer population at a large scale. A new study of deer numbers across the eastern United States has found that the arrival and establishment of coyote predators has not caused the number of deer harvested by hunters to decline.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/life_sciences.xml', 'value': 'Coyotes eat deer, but not enough to limit the deer population at a large scale. A new study of deer numbers across the eastern United States has found that the arrival and establishment of coyote predators has not caused the number of deer harvested by hunters to decline.'}",The recent spread of coyotes across North America did not doom deer populations,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/life_sciences.xml', 'value': 'The recent spread of coyotes across North America did not doom deer populations'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190326122147.htm,https://www.sciencedaily.com/releases/2019/03/190326122147.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326122147.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326122147-large.jpg', 'height': '205', 'width': '300'}]","Tue, 26 Mar 2019 12:21:47 EDT","[2019, 3, 26, 16, 21, 47, 1, 85, 0]","Many insect pollinator species are disappearing from areas of Great Britain, a new study has found. Research showed one third of wild pollinator species experienced declines in terms of areas in which they were found, while one tenth increased.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/biology.xml', 'value': 'Many insect pollinator species are disappearing from areas of Great Britain, a new study has found. Research showed one third of wild pollinator species experienced declines in terms of areas in which they were found, while one tenth increased.'}",Widespread losses of pollinating insects in Britain,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/biology.xml', 'value': 'Widespread losses of pollinating insects in Britain'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2016/12/161219084630.htm,https://www.sciencedaily.com/releases/2016/12/161219084630.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2016/12/161219084630.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2016/12/161219084630-large.jpg', 'height': '383', 'width': '300'}]","Mon, 19 Dec 2016 08:46:30 EST","[2016, 12, 19, 13, 46, 30, 0, 354, 0]","When spring is approaching, how do plants decide that it is time to flower? A team of plant scientists has unravelled a new mechanism to explain this seemingly easy, but actually complicated question.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'When spring is approaching, how do plants decide that it is time to flower? A team of plant scientists has unravelled a new mechanism to explain this seemingly easy, but actually complicated question.'}",To bloom or not to bloom: That is the question,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'To bloom or not to bloom: That is the question'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190327080712.htm,https://www.sciencedaily.com/releases/2019/03/190327080712.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327080712.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327080712-large.jpg', 'height': '232', 'width': '300'}]","Wed, 27 Mar 2019 08:07:12 EDT","[2019, 3, 27, 12, 7, 12, 2, 86, 0]","Research explores soil, fungi, phosphorus dynamics.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': 'Research explores soil, fungi, phosphorus dynamics.'}",Are no-fun fungi keeping fertilizer from plants?,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': 'Are no-fun fungi keeping fertilizer from plants?'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190326105530.htm,https://www.sciencedaily.com/releases/2019/03/190326105530.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326105530.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326105530-large.jpg', 'height': '200', 'width': '300'}]","Tue, 26 Mar 2019 10:55:30 EDT","[2019, 3, 26, 14, 55, 30, 1, 85, 0]","An enzyme-blocking molecule can extend the lifespan of Caenorhabditis elegans roundworms by as much as 45 percent, largely by modulating a cannabinoid biological pathway, according to a new study.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/biology.xml', 'value': 'An enzyme-blocking molecule can extend the lifespan of Caenorhabditis elegans roundworms by as much as 45 percent, largely by modulating a cannabinoid biological pathway, according to a new study.'}",Discovery of life-extension pathway in worms demonstrates new way to study aging,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/biology.xml', 'value': 'Discovery of life-extension pathway in worms demonstrates new way to study aging'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190307141036.htm,https://www.sciencedaily.com/releases/2019/03/190307141036.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190307141036.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190307141036-large.jpg', 'height': '181', 'width': '300'}]","Thu, 07 Mar 2019 14:10:36 EST","[2019, 3, 7, 19, 10, 36, 3, 66, 0]","One of the most important protein signaling systems that controls neuronal guidance consists of the cell surface receptor 'Robo' and its cognate external guidance cue 'Slit.' The deficit of either of these proteins results in defects in brain structure and function. Researchers have now discovered the intricate molecular mechanism that allows the guidance receptor 'Robo' to react to signals in its environment, while avoiding premature activity that can lead to harmful outcomes.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/molecular_biology.xml', 'value': ""One of the most important protein signaling systems that controls neuronal guidance consists of the cell surface receptor 'Robo' and its cognate external guidance cue 'Slit.' The deficit of either of these proteins results in defects in brain structure and function. Researchers have now discovered the intricate molecular mechanism that allows the guidance receptor 'Robo' to react to signals in its environment, while avoiding premature activity that can lead to harmful outcomes.""}","Crystal-clear view of a key neuronal receptor opens door for new, targeted drugs","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/molecular_biology.xml', 'value': 'Crystal-clear view of a key neuronal receptor opens door for new, targeted drugs'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2016/02/160209132057.htm,https://www.sciencedaily.com/releases/2016/02/160209132057.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2016/02/160209132057.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2016/02/160209132057-large.jpg', 'height': '168', 'width': '300'}]","Tue, 09 Feb 2016 13:20:57 EST","[2016, 2, 9, 18, 20, 57, 1, 40, 0]","Ecological epigenetics has now been further advanced thanks, to the development of a new research technique. Epigenetic research has grown immensely as a field of research all across the world. In humans, for example, it proved to be connected to the development of cancer cells and to environmental factors affecting the fetus during pregnancy. The latter includes factors such as smoking or the distress of wars. Interest in epigenetics has also recently entered the field of ecological and evolutionary research.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'Ecological epigenetics has now been further advanced thanks, to the development of a new research technique. Epigenetic research has grown immensely as a field of research all across the world. In humans, for example, it proved to be connected to the development of cancer cells and to environmental factors affecting the fetus during pregnancy. The latter includes factors such as smoking or the distress of wars. Interest in epigenetics has also recently entered the field of ecological and evolutionary research.'}","Identifying plant, animal DNA switches much faster, cheaper","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'Identifying plant, animal DNA switches much faster, cheaper'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/02/190220133539.htm,https://www.sciencedaily.com/releases/2019/02/190220133539.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/02/190220133539.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/02/190220133539-large.jpg', 'height': '188', 'width': '300'}]","Wed, 20 Feb 2019 13:35:39 EST","[2019, 2, 20, 18, 35, 39, 2, 51, 0]",Researchers have documented a group of tanner crabs vigorously feeding at a methane seep on the seafloor off British Columbia -- one of the first times a commercially harvested species has been seen using this energy source.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/marine_biology.xml', 'value': 'Researchers have documented a group of tanner crabs vigorously feeding at a methane seep on the seafloor off British Columbia -- one of the first times a commercially harvested species has been seen using this energy source.'}",Researchers discover a flipping crab feeding on methane seeps,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/marine_biology.xml', 'value': 'Researchers discover a flipping crab feeding on methane seeps'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190314151548.htm,https://www.sciencedaily.com/releases/2019/03/190314151548.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190314151548.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190314151548-large.jpg', 'height': '205', 'width': '300'}]","Thu, 14 Mar 2019 15:15:48 EDT","[2019, 3, 14, 19, 15, 48, 3, 73, 0]","Researchers have been baffled by tropical rainforest diversity for over a century; 650 different tree species can exist in an area covering two football fields, yet similar species never grow next to each other. It seems like it's good to be different than your neighbors, but why?","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': ""Researchers have been baffled by tropical rainforest diversity for over a century; 650 different tree species can exist in an area covering two football fields, yet similar species never grow next to each other. It seems like it's good to be different than your neighbors, but why?""}",Pests and the plant defenses against them drive diversity in tropical rainforests,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/botany.xml', 'value': 'Pests and the plant defenses against them drive diversity in tropical rainforests'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/01/190124095045.htm,https://www.sciencedaily.com/releases/2019/01/190124095045.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/01/190124095045.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/01/190124095045-large.jpg', 'height': '183', 'width': '300'}]","Thu, 24 Jan 2019 09:50:45 EST","[2019, 1, 24, 14, 50, 45, 3, 24, 0]","Large changes in the structure of chromosomes are usually fatal for the cell or can lead to genetic diseases such as cancer. Many large chromosomal rearrangements stem from short runs of repeated DNA sequence in a unique region of the chromosome called the centromere. Now, researchers have found that heterochromatin, or tightly-coiled DNA and proteins, in the centromere can suppress chromosomal rearrangements caused by the repeat sequences.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'Large changes in the structure of chromosomes are usually fatal for the cell or can lead to genetic diseases such as cancer. Many large chromosomal rearrangements stem from short runs of repeated DNA sequence in a unique region of the chromosome called the centromere. Now, researchers have found that heterochromatin, or tightly-coiled DNA and proteins, in the centromere can suppress chromosomal rearrangements caused by the repeat sequences.'}",Keeping chromosomes in check: A new role for heterochromatin,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/epigenetics.xml', 'value': 'Keeping chromosomes in check: A new role for heterochromatin'}",2019-03-27 15:47:31.509119
False,,https://www.sciencedaily.com/releases/2019/03/190307103137.htm,https://www.sciencedaily.com/releases/2019/03/190307103137.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190307103137.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190307103137-large.jpg', 'height': '156', 'width': '300'}]","Thu, 07 Mar 2019 10:31:37 EST","[2019, 3, 7, 15, 31, 37, 3, 66, 0]","Researchers have developed a 'smart house' for mice, that allows them to study the animals' behavior with minimal disturbance for periods of up to 18 months.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/behavior.xml', 'value': ""Researchers have developed a 'smart house' for mice, that allows them to study the animals' behavior with minimal disturbance for periods of up to 18 months.""}",Scientists engineer mouse 'smart house' to study behavior,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/plants_animals/behavior.xml', 'value': ""Scientists engineer mouse 'smart house' to study behavior""}",2019-03-27 15:47:31.509119
